starting_price_time,starting_price,highest_price_time,highest_price,time_to_highest,percentage_change,token,token_name,signal_name
2024-07-27 20:27:00 UTC,2165970.2294687615,2024-07-27 23:15:00 UTC,7055652.425000118,0 days 02:48:00,225.75020325790115,https://birdeye.so/token/So11111111111111111111111111111111111111112/6tDzPH2goD4UcxPDrP9G3D9d8JmkxZMUowcxRzHd5Wkv?chain=solana,Please Save Me Donald Trump,a4
2024-07-27 11:34:00 UTC,3052380.120605026,2024-07-27 23:24:00 UTC,9556137.785281263,0 days 11:50:00,213.07168202193307,https://birdeye.so/token/So11111111111111111111111111111111111111112/GDZ6SmPC3UNgWiCyLDDArmsfbUUrH9UdBXAcAhT1zZxn?chain=solana,PufferWifCarrot,a9
2024-07-27 16:16:00 UTC,5.833019210130373e-08,2024-07-27 16:55:00 UTC,1.7099024492156794e-07,0 days 00:39:00,193.14191975333154,https://birdeye.so/token/So11111111111111111111111111111111111111112/S6xCREEaySSMNdu3R5ETRp5PBsyEGTPTPxx1oriS4B3?chain=solana,Bronk,a7
2024-07-27 21:19:00 UTC,2761071.8622015906,2024-07-27 23:11:00 UTC,7715657.116574973,0 days 01:52:00,179.44427025607203,https://birdeye.so/token/So11111111111111111111111111111111111111112/YPj9CPjjnJidYYokVca5UJL48WGQTKKMAXup2fNF5Eh?chain=solana,bussy,a8
2024-07-27 11:21:00 UTC,2235881.198203009,2024-07-27 23:57:00 UTC,6166736.737214265,0 days 12:36:00,175.80788917454595,https://birdeye.so/token/So11111111111111111111111111111111111111112/2G6GUVPkBhVcKwcGs3L8wWeVzXoA5bphiFThJyGu5VZ6?chain=solana,ZEKE,a8
2024-07-27 17:37:00 UTC,11390171.574726084,2024-07-27 23:59:00 UTC,31033754.342817478,0 days 06:22:00,172.46081535487136,https://birdeye.so/token/So11111111111111111111111111111111111111112/EJdUE47n89xN5M7NGCASrXd2W9wqyRbfmJCYSRrQrGzR?chain=solana,Ogey Rrat,a1
2024-07-27 08:13:00 UTC,19908482.285511762,2024-07-27 14:24:00 UTC,53015323.695849955,0 days 06:11:00,166.2951546760118,https://birdeye.so/token/So11111111111111111111111111111111111111112/7QpvRHbygNddUMEpp9ng55j5XqRXCqVHsqmsHEivzNX1?chain=solana,FUCKCTO,a7
2024-07-27 17:21:00 UTC,4399251.627327274,2024-07-27 23:40:00 UTC,11641651.643988743,0 days 06:19:00,164.62800108257335,https://birdeye.so/token/So11111111111111111111111111111111111111112/Bm5u1GibifvvriyZvKBRV3ZFGbbzfJD353MeVwC5PBN3?chain=solana,Is he acoustic,a9
2024-07-27 21:47:00 UTC,3285170.1664021118,2024-07-27 23:35:00 UTC,8434990.925928572,0 days 01:48:00,156.75963492528905,https://birdeye.so/token/So11111111111111111111111111111111111111112/GqrRzTr1WKbjpakk7PuWUWPJZXoD1PeDWXrVrjcgx6Ar?chain=solana,Boy,a2
2024-07-27 15:36:00 UTC,7440452.5773980785,2024-07-27 23:36:00 UTC,18799550.45775526,0 days 08:00:00,152.66676001487872,https://birdeye.so/token/So11111111111111111111111111111111111111112/BrbU47gajQAXnXqAeFx3BHUZoAEb3JjAZbsA6jicTrb8?chain=solana,fumble,a9
2024-07-27 11:35:00 UTC,9342193.209897676,2024-07-27 22:03:00 UTC,23225596.108607955,0 days 10:28:00,148.60967426793715,https://birdeye.so/token/So11111111111111111111111111111111111111112/J2mLTWJjWPog5BppHCyoSYHgBjmvvMtUEveheoKyVxjT?chain=solana,Cathie Wood on Sol,a9
2024-07-27 14:42:00 UTC,3.4303908453889246e-08,2024-07-27 15:38:00 UTC,8.37284929015394e-08,0 days 00:56:00,144.07858076605433,https://birdeye.so/token/So11111111111111111111111111111111111111112/BYM8kFXLHwub6D4biLVVk2469fnXWoxPkgeapejN1FQh?chain=solana,RETARD,a7
2024-07-27 10:32:00 UTC,12061776.281678822,2024-07-27 19:34:00 UTC,29348260.18535425,0 days 09:02:00,143.31623717754286,https://birdeye.so/token/So11111111111111111111111111111111111111112/CUMDiHuLt6x8Spzu7PAMaZUv1SDRKxxcYUM72nnc1m6T?chain=solana,bloop,a1
2024-07-27 22:35:00 UTC,2728516.666249,2024-07-27 22:45:00 UTC,6588714.5578499995,0 days 00:10:00,141.4760605771841,https://birdeye.so/token/So11111111111111111111111111111111111111112/GeFxAmhA7u7MDG6eeGN1eMNmgdTkpjhUxuVgT9Vc1JBB?chain=solana,Atsuko Sato,a4
2024-07-27 11:55:00 UTC,2193075.040423904,2024-07-27 23:54:00 UTC,5261800.497120061,0 days 11:59:00,139.92797328553777,https://birdeye.so/token/So11111111111111111111111111111111111111112/HJwicGex1rQLsxoQJCRDSZNCcfzQHG1gu1MLpyMXVchY?chain=solana,Government Pigeon,a9
2024-07-27 16:44:00 UTC,6524578.224169126,2024-07-27 22:35:00 UTC,15598891.132056046,0 days 05:51:00,139.07891968055134,https://birdeye.so/token/So11111111111111111111111111111111111111112/4cAho2RBpmin1t9D9J9ikMw85dgLvEK85ni4Y8T2C4ex?chain=solana,Boba Fett,a9
2024-07-27 15:05:00 UTC,15014334.537155,2024-07-27 23:48:00 UTC,34787979.108443655,0 days 08:43:00,131.69844139516204,https://birdeye.so/token/So11111111111111111111111111111111111111112/z7gMgRAvk7mvFkv2VMM3qAJe2YF9u2yGx8d32V3251t?chain=solana,DARKTRUMP,a7
2024-07-27 20:00:00 UTC,3051608.640441003,2024-07-27 23:15:00 UTC,7055652.425000118,0 days 03:15:00,131.2109204141089,https://birdeye.so/token/So11111111111111111111111111111111111111112/6tDzPH2goD4UcxPDrP9G3D9d8JmkxZMUowcxRzHd5Wkv?chain=solana,Please Save Me Donald Trump,a9
2024-07-27 21:43:00 UTC,5385945.949787271,2024-07-27 22:01:00 UTC,12292482.91045588,0 days 00:18:00,128.23257093661323,https://birdeye.so/token/So11111111111111111111111111111111111111112/GeFxAmhA7u7MDG6eeGN1eMNmgdTkpjhUxuVgT9Vc1JBB?chain=solana,Atsuko Sato,a9
2024-07-27 19:44:00 UTC,7.508166746465675e-08,2024-07-27 20:59:00 UTC,1.705979577251858e-07,0 days 01:15:00,127.21652766368237,https://birdeye.so/token/So11111111111111111111111111111111111111112/cgMEsr6asSbn9TqXcCSe66mvxfYyvLPB4u4dQuep8KP?chain=solana,Olympics on Sol,a1
2024-07-27 18:40:00 UTC,12677700.182842169,2024-07-27 23:39:00 UTC,28601042.100278236,0 days 04:59:00,125.60118702749025,https://birdeye.so/token/So11111111111111111111111111111111111111112/4t93Dsp7kioCdtTrGZdwajNoMh4wbvDYS6u1To2RFMsc?chain=solana,Crypto President,a9
2024-07-27 17:59:00 UTC,10672254.376559999,2024-07-27 23:51:00 UTC,24068700.515191372,0 days 05:52:00,125.52592606914104,https://birdeye.so/token/So11111111111111111111111111111111111111112/HVf5mxRpz8N33FPtXLMsFg435apgKFhRRgtXCJbnswSj?chain=solana,Ultimate Solana Degens Club,a1
2024-07-27 11:51:00 UTC,10296945.060425,2024-07-27 23:41:00 UTC,23114645.195749294,0 days 11:50:00,124.480611094911,https://birdeye.so/token/So11111111111111111111111111111111111111112/HzLjRYwiFoRPcSE2kJMUqRgVDxMzEfbMnfycJw5C38tt?chain=solana,Hit My Line,a9
2024-07-27 20:22:00 UTC,2489915.837572698,2024-07-27 23:37:00 UTC,5363524.6855470855,0 days 03:15:00,115.40987870400205,https://birdeye.so/token/So11111111111111111111111111111111111111112/Egrg9VUb8Ewie3XyuoijaKicZh26JB5V7Nh3Jn3nsD16?chain=solana,Make America Great Once Again,a9
2024-07-27 21:16:00 UTC,12561320.244117757,2024-07-27 22:19:00 UTC,27044414.39663892,0 days 01:03:00,115.29913950966528,https://birdeye.so/token/So11111111111111111111111111111111111111112/EVazd6jrmpKqPfKC7ghmdKiQhhPiZWfisJVej5mtsrAw?chain=solana,AMERICA FIRST,a5
2024-07-27 21:42:00 UTC,1077983.447114541,2024-07-27 22:02:00 UTC,2300233.636731,0 days 00:20:00,113.3830202020337,https://birdeye.so/token/So11111111111111111111111111111111111111112/4Msbd9Pf1vX2f5vT8pCezpSLaX3huRwKeqTYFB9oeQZU?chain=solana,Ginnan,a9
2024-07-27 16:42:00 UTC,6.365923820000001e-08,2024-07-27 18:24:00 UTC,1.3563985084560927e-07,0 days 01:42:00,113.07174682088682,https://birdeye.so/token/So11111111111111111111111111111111111111112/C1kS2q7ZnqC8axgb9KGbALPGcjkqCeF7BzJ3Qx58MizU?chain=solana,DONUT TRUMP,a7
2024-07-27 14:16:00 UTC,6650556.024563188,2024-07-27 23:59:00 UTC,14129578.856211634,0 days 09:43:00,112.45710590250495,https://birdeye.so/token/So11111111111111111111111111111111111111112/6gVjViAduM9r9oujYc6E6FsGijq4nRFVubbk5sfuimLz?chain=solana,efereeum,a9
2024-07-27 22:11:00 UTC,1.0846224437656008e-05,2024-07-27 23:19:00 UTC,2.2958885074095458e-05,0 days 01:08:00,111.67628612207781,https://birdeye.so/token/So11111111111111111111111111111111111111112/7zZApZCPshMonA9Cq7CPLT9BPiHHQWe4jHcCb7XJbMcB?chain=solana,Ginnan,a9
2024-07-27 10:18:00 UTC,3606926.2955331546,2024-07-27 22:44:00 UTC,7631522.579999739,0 days 12:26:00,111.57966519722558,https://birdeye.so/token/So11111111111111111111111111111111111111112/E4edYYCDmAhmMjnkQJvdhMUB7uZp7dTcRcHx9qxQFkb4?chain=solana,KAMALA HARRIS,a8
2024-07-27 13:13:00 UTC,11026694.79399798,2024-07-27 22:03:00 UTC,23225596.108607955,0 days 08:50:00,110.63062452086771,https://birdeye.so/token/So11111111111111111111111111111111111111112/J2mLTWJjWPog5BppHCyoSYHgBjmvvMtUEveheoKyVxjT?chain=solana,Cathie Wood on Sol,a9
2024-07-27 15:04:00 UTC,3803101.7919341344,2024-07-27 15:25:00 UTC,7972674.710508601,0 days 00:21:00,109.63611143455503,https://birdeye.so/token/So11111111111111111111111111111111111111112/5mANxrgae3wki1jES9gTUn8C6QDuggQvU68yHsB3MJAf?chain=solana,AOCtits,a2
2024-07-27 14:56:00 UTC,1.397600594064578e-06,2024-07-27 23:57:00 UTC,2.9159638267667223e-06,0 days 09:01:00,108.6407117419976,https://birdeye.so/token/So11111111111111111111111111111111111111112/AvtyrMCfD6RGFZW5PvVGvzehvZ6HjM4jAMpchC9zYCu7?chain=solana,Monster Energy,a7
2024-07-27 18:04:00 UTC,4.479051146157274e-08,2024-07-27 19:52:00 UTC,9.317028808527436e-08,0 days 01:48:00,108.01344982454204,https://birdeye.so/token/So11111111111111111111111111111111111111112/2bBrazKzqpniUb2sijFz9vdMhEuLLUwLXrkjTHbFDp2Z?chain=solana,Lollipop Cat,a7
2024-07-27 13:26:00 UTC,2653078.597135889,2024-07-27 22:50:00 UTC,5401717.8127577435,0 days 09:24:00,103.60187664960728,https://birdeye.so/token/So11111111111111111111111111111111111111112/81NWnbcpGzhgiioBUBfmTLmu1QHcCpthwYENPJK8QiWm?chain=solana,INU,a9
2024-07-27 15:41:00 UTC,9.048024594751247e-07,2024-07-27 23:12:00 UTC,1.8368184122610287e-06,0 days 07:31:00,103.00767234060855,https://birdeye.so/token/So11111111111111111111111111111111111111112/EUTyDpEvRAUq3cBFW1JB15WjDmzS8KoDcxLdkGfSyAmu?chain=solana,Momo - Sister of Bonk,a7
2024-07-27 08:49:00 UTC,17531619.85443107,2024-07-27 18:20:00 UTC,34594599.73047667,0 days 09:31:00,97.32688717713086,https://birdeye.so/token/So11111111111111111111111111111111111111112/AnZMM452iEaXqw6rmzL7a1rZnk2892j6YXtJtZF8YnBz?chain=solana,Drafted,a1
2024-07-27 11:57:00 UTC,7.062338146072441e-07,2024-07-27 13:36:00 UTC,1.3914692626412986e-06,0 days 01:39:00,97.02671181429236,https://birdeye.so/token/So11111111111111111111111111111111111111112/GUmiHWDapbPgdR7w37hXHjjyiSjJNfks6twiABMyDagS?chain=solana,ketchupwifhat,a9
2024-07-27 17:18:00 UTC,4651530.041286677,2024-07-27 23:27:00 UTC,9049637.985190446,0 days 06:09:00,94.55185508566964,https://birdeye.so/token/So11111111111111111111111111111111111111112/CRjLwcgk4R5mZGRLHm6V7UD1DN1pgfDjXKSkyf19sk6F?chain=solana,Honkler,a10
2024-07-27 13:54:00 UTC,7287032.332279241,2024-07-27 21:46:00 UTC,14159209.119771456,0 days 07:52:00,94.30693421038704,https://birdeye.so/token/So11111111111111111111111111111111111111112/3hbKpv1REEjY3KBQR3Zj6QTAG4FE4NVn9TNkyDgMy2HY?chain=solana,SQUIRRELJAK,a9
2024-07-27 21:08:00 UTC,11241312.446706,2024-07-27 23:08:00 UTC,21812728.017022908,0 days 02:00:00,94.04075921236945,https://birdeye.so/token/So11111111111111111111111111111111111111112/4BW2Gx34Br9jYMpvoG7AwNxDUDhL5Qdj5NR96mPUohsP?chain=solana,1st Edition Blastoise,a9
2024-07-27 22:46:00 UTC,13504631.38767,2024-07-27 22:48:00 UTC,26167603.780526537,0 days 00:02:00,93.76762704103191,https://birdeye.so/token/So11111111111111111111111111111111111111112/D9c3W9JAtUZsq84MFhe9EYZVzisrs9KZTbqGuXcuHDW8?chain=solana,Summertime Sadness,a7
2024-07-27 12:56:00 UTC,12084741.80444033,2024-07-27 23:09:00 UTC,23210026.2641876,0 days 10:13:00,92.06058879685352,https://birdeye.so/token/So11111111111111111111111111111111111111112/EKfoRuatXMV6vucU5tHHytFBAXW8iPMXRjHvkTQsYq4c?chain=solana,Donald PUMP,a9
2024-07-27 11:54:00 UTC,8150577.171973334,2024-07-27 17:17:00 UTC,15593268.263957353,0 days 05:23:00,91.31489629441877,https://birdeye.so/token/So11111111111111111111111111111111111111112/FnrrmqCxeAc4oXDUEGhL57NCNJkpAwELUSfeNRNrLGYf?chain=solana,1st edition Pokémon Pikachu,a9
2024-07-27 09:59:00 UTC,2.1589361588494502e-06,2024-07-27 10:41:00 UTC,4.127915968918697e-06,0 days 00:42:00,91.2013911110074,https://birdeye.so/token/So11111111111111111111111111111111111111112/8ZS9qL7sAXsGX9Kk3FSb9QPzkXNVYvh2bTCGaHGNfzg8?chain=solana,Peepo,a7
2024-07-27 15:35:00 UTC,9.988413030777891e-09,2024-07-27 19:58:00 UTC,1.9095938588624217e-08,0 days 04:23:00,91.18090661432167,https://birdeye.so/token/So11111111111111111111111111111111111111112/2PobgGptg7i8qvfJo3f1je6GvYY8zJ9qwhvGQ2eaGTdv?chain=solana,Make Bitcoin Great Again,a7
2024-07-27 08:30:00 UTC,5708482.155212121,2024-07-27 20:01:00 UTC,10833843.746144637,0 days 11:31:00,89.78501555361458,https://birdeye.so/token/So11111111111111111111111111111111111111112/FTd7hyEESzHn3SD5qxo5oWdE1ZTauMaeNmkpedE6QNe4?chain=solana,rope,a9
2024-07-27 15:50:00 UTC,23277938.54324,2024-07-27 19:49:00 UTC,42935987.409670055,0 days 03:59:00,84.44926869238955,https://birdeye.so/token/So11111111111111111111111111111111111111112/8752jtn6tWFRqACCDhXn7BtinGcTM9FvSMPECSRH9KvL?chain=solana,Lionel Messi,a7
2024-07-27 14:53:00 UTC,3510002.0951090073,2024-07-27 22:55:00 UTC,6429783.980066548,0 days 08:02:00,83.1846194344469,https://birdeye.so/token/So11111111111111111111111111111111111111112/7c6YXuuS93pb84N3w7Q9zMcgStuoK79gvuQor7LnAeic?chain=solana,SENDOR,a9
2024-07-27 15:25:00 UTC,12493860.800414521,2024-07-27 22:57:00 UTC,22606219.465933833,0 days 07:32:00,80.93862119212825,https://birdeye.so/token/So11111111111111111111111111111111111111112/DSKTYLEkMwCTrEFvhabY9zchBHAXoRNbXTMt7q61HjPp?chain=solana,Mastermind,a6
2024-07-27 17:17:00 UTC,5023263.770680286,2024-07-27 23:27:00 UTC,9049637.985190446,0 days 06:10:00,80.15454489989642,https://birdeye.so/token/So11111111111111111111111111111111111111112/CRjLwcgk4R5mZGRLHm6V7UD1DN1pgfDjXKSkyf19sk6F?chain=solana,Honkler,a9
2024-07-27 13:41:00 UTC,1.100450951566649e-07,2024-07-27 15:18:00 UTC,1.979982441359201e-07,0 days 01:37:00,79.92464257860956,https://birdeye.so/token/So11111111111111111111111111111111111111112/BL62xJUXMeVXooVxdExCrmEqdq9H9SgRYEYUPAn7Kzr4?chain=solana,The First Jeet,a8
2024-07-27 15:32:00 UTC,4955933.663145088,2024-07-27 16:03:00 UTC,8879939.350454234,0 days 00:31:00,79.17793001327081,https://birdeye.so/token/So11111111111111111111111111111111111111112/DCar11JaUutejy5M3uZwqGNNM27ZfMzGuynk3qqgBGyi?chain=solana,Make America Wealthy Again,a9
2024-07-27 23:15:00 UTC,27229145.60114589,2024-07-27 23:28:00 UTC,48296927.041068956,0 days 00:13:00,77.37217226175642,https://birdeye.so/token/So11111111111111111111111111111111111111112/Cf6Qoks9NEfvq88VFkVrhXeK3p9Ft5Nmx1oYA9JLK7U9?chain=solana,Maxi Millions,a7
2024-07-27 16:01:00 UTC,2688858.0889374996,2024-07-27 16:56:00 UTC,4750095.44735945,0 days 00:55:00,76.65846579640233,https://birdeye.so/token/So11111111111111111111111111111111111111112/BS636ie9Rc8mHoHyMdnbMpHcMD8S9yhaFJuqz1Mym6r?chain=solana,lulu,a9
2024-07-27 20:57:00 UTC,12647751.04581,2024-07-27 23:08:00 UTC,21812728.017022908,0 days 02:11:00,72.46329357699621,https://birdeye.so/token/So11111111111111111111111111111111111111112/4BW2Gx34Br9jYMpvoG7AwNxDUDhL5Qdj5NR96mPUohsP?chain=solana,1st Edition Blastoise,a7
2024-07-27 17:50:00 UTC,3723945.202591024,2024-07-27 23:40:00 UTC,6421320.676617048,0 days 05:50:00,72.4332751230942,https://birdeye.so/token/So11111111111111111111111111111111111111112/9YZceZdh3cHkXbUaaro7DUgNSiY6eGFbs9kr9W5WLv72?chain=solana,Rabbi,a10
